,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
4269,-0.8265898925505112,7.0,8.0,9,5,1.1666666666666667,-0.5,1.5,-1.0812823090664268,-0.2678571428571438,-0.2554031314318689,1.15498778884088,0.3150375939849631,0.0636360667015489,0.9480838013025816,0.3128573093863044,-0.716425619834711,0.8821975699947179,-0.4527111965589782,-0.5827528425506416,-0.7296567682221364,-0.6557719410815094,0.1906089019239725,0.0
18689,-0.0805099994858877,7.0,5.0,6,6,0.8333333333333334,0.5,-0.25,-0.0588775293800928,0.7604166666666672,0.0961431328091235,-0.1277475108021806,0.228571428571429,-0.7288306984387768,0.4416199229755864,0.9859597990729868,-0.0929752066115701,0.2266244057052291,0.0208203480385548,1.3043183975548982,-1.0464069931867843,0.3794335646928675,-0.3264776238183541,0.0
18489,-0.6643360238548146,7.0,5.0,6,6,0.5,1.3333333333333333,0.25,0.3690537626288698,0.5825892857142856,-0.484385249267339,0.4411046402404662,-0.80451127819549,-0.474768660034049,-0.124159544705022,-0.2105395710296388,-0.4467975206611581,-1.2393026941362923,0.1100154169290558,0.3259542814599125,1.432060676179457,0.2546468362275285,-0.394882108119153,0.0
7071,1.7028430414888691,5.0,5.0,8,8,-0.1666666666666666,-0.8333333333333334,-0.75,1.7223024556833904,-1.1436011904761916,1.828187357462032,-0.3328949840315626,-1.442105263157896,-0.0523166659424689,-0.6260606853894329,-0.1510363936755085,0.123450413223139,0.0618066561014258,0.8844896736368141,0.0111710867304289,0.3146934053220207,0.7616869968575621,-0.7952489886970667,0.0
13965,0.4934450670916662,7.0,8.0,5,8,-0.5,0.5,-0.25,1.0232733294697975,1.0877976190476193,0.4249379686754387,-0.3216231448431346,1.1593984962406028,0.0998251361254776,0.8697568051048632,0.4595933001430931,-1.3192148760330589,-0.4405705229793988,-0.027765583796108,1.202471431855689,1.1039979431803562,-0.4281672467542503,0.8873993332696134,0.0
8314,1.4607989306462388,5.0,5.0,8,8,-0.6666666666666666,1.3333333333333333,-0.25,-0.3583547511874118,-0.2738095238095241,-0.0645846999023125,-0.5951531091489781,-0.3639097744360907,-0.6498055876559117,0.7207073754470688,-0.2290259950619901,1.3760330578512383,0.5657686212361333,0.4515672660951167,0.6441600862092516,-0.1984830955135616,0.5560323934480145,-0.2830111861703844,0.0
18757,-0.173872808595959,7.0,5.0,6,6,0.6666666666666666,1.6666666666666667,1.25,0.625961903032157,0.3980654761904764,0.7764842329164311,0.358444486191995,0.2751879699248121,0.1441382823588593,0.3313537632797678,0.1060404405243748,0.9519628099173554,-0.800845219228738,0.4174845974946812,0.2246350202461921,-0.3105797660367651,-0.5543639089555028,0.9905007428256256,0.0
14718,0.1438486453138656,7.0,8.0,5,8,-0.3333333333333333,0.1666666666666666,0.25,0.6334301629275999,0.2247023809523807,0.3897099505469036,-0.8874694721021998,0.2639097744360912,-0.887619472441731,-0.0800530808266951,0.7940820349784484,0.6265495867768582,-1.6756471209720034,0.6328580565229628,-0.5832805470361294,1.0613189355958346,0.977573429694705,-0.4968835123438102,0.0
4521,-0.8270011824584853,7.0,8.0,9,5,0.6666666666666666,-0.1666666666666666,-1.25,-0.161192689947681,-0.5944940476190488,0.1908184315295563,1.6088671801615635,0.9112781954887228,0.0518192277059788,-0.042030267138483,0.6300150216913298,0.1074380165289248,0.4653988378235609,0.1382967802357996,-1.5547845048197706,-1.001671165959635,-0.0725630807657193,0.5856248456060491,0.0
17254,0.3813685671687827,7.0,5.0,6,6,0.0,0.0,2.5,-1.2717229364002574,0.6800595238095238,0.9995950143971436,0.0450873567537094,0.9827067669172947,-0.7997317324121891,1.361772014230339,-1.055715769758697,-0.6188016528925622,0.3750660327522448,0.2847797389014992,-0.1911961143184515,-1.071603033808972,-0.1969569335069542,0.3073838557182211,0.0
2818,1.032234846537453,7.0,8.0,9,5,0.1666666666666666,-1.3333333333333333,-0.5,-0.2627610245257238,-0.496279761904762,-0.3963152039460039,0.949840315611498,1.356390977443611,-0.2280921460015528,-0.984996046606164,0.4220427513273789,-0.6973140495867776,0.6127839408346544,1.9490291950291263,-0.8619085153738604,-0.4026224450443497,0.6584761552715379,0.0672706573891562,0.0
26418,0.9028841704796666,7.0,6.0,6,9,-0.5,-0.6666666666666666,0.0,1.2181949127408949,-0.1919642857142864,1.118489575580947,-0.4328386248356199,0.6676691729323316,-0.1557140071536953,-0.6511557424236545,-0.1013541290885644,0.7913223140495869,0.433703116745906,-1.713769934775076,-0.5463412330519605,0.8474096927625654,0.5530118018604901,0.0571614689357546,0.0
19856,0.4109814405429028,7.0,5.0,6,6,-0.8333333333333334,0.5,1.25,0.4392554056460478,0.06845238095238,-0.3442070937975492,0.3178658651136568,1.4834586466165438,0.4846109559186837,0.057589504724635,1.5641571360760782,-0.0888429752066118,0.2503961965134709,0.1629523277339859,0.8214687933332631,-0.1460341946265589,-1.4377405443642728,0.9605972102941652,0.0
23147,-0.8218600586088117,7.0,6.0,6,9,-0.3333333333333333,-0.8333333333333334,1.25,0.1352972279014619,-0.1019345238095242,-1.1808725243502247,-0.3975201953785464,-0.0022556390977444,-1.054532323254138,0.1184260066257758,0.2187532285479458,0.6048553719008262,-1.1003697834125734,-1.478817070380588,-1.0365787000704298,-0.6838925311736724,-0.8932920874388678,-1.5841036852447328,0.0
23868,2.016451596318955,7.0,6.0,6,9,0.5,0.6666666666666666,-1.0,-0.8139186048095179,-0.2351190476190482,-0.1152249759620791,-0.650009393199326,0.0421052631578955,-0.6032767841108582,-0.2754903431841107,0.5468261135457503,0.6167355371900822,-0.2519809825673537,-1.9646763887272152,-0.6692963781706942,0.5157475253888673,0.1000559250309938,-1.0003333881298455,0.0
3370,0.9863760217983648,7.0,8.0,9,5,1.1666666666666667,0.0,0.0,0.3130418134130376,-0.9211309523809538,-0.2025611042390688,-0.0090174713507424,1.0879699248120325,1.2679853475254153,-0.3507755142867712,0.205404969698263,-0.4359504132231411,0.3766508188061276,-0.1104341842312051,1.3312313263147917,-1.0710888288983156,0.091492580095908,0.8138572699353042,0.0
19187,-0.4607475194077424,7.0,5.0,6,6,0.6666666666666666,1.1666666666666667,1.25,-1.3053301059297584,-0.7343750000000004,1.0384926177474003,-0.3035882021416498,0.883925420278901,-0.8514304030178023,0.2020761967398439,-0.2053402642705399,0.0025826446280986,0.504490227152668,0.0621546482561039,-1.2534652436060496,0.2509319964005653,1.269177859852601,-0.0063266927129342,0.0
21869,0.1150583517556937,7.0,6.0,6,9,-0.6666666666666666,0.0,0.5,-1.62721210742341,0.5089285714285711,0.0499063590154238,0.882193877913688,0.0924812030075197,0.2275947077650654,-0.5416500390016011,-0.8656522226760857,-0.2035637404067628,-0.6809297411516124,-0.0023848731362095,0.5185664186630777,0.3116081758580792,-0.6544198339864958,0.8802890797719443,0.0
8281,0.278546090175312,5.0,5.0,8,8,-0.5,0.5,-0.25,0.3339529411202808,0.2752976190476185,-0.1489851600019235,-0.4831861732105966,-0.9909774436090236,0.448421886494755,0.99219026518091,1.0211184301257603,-0.6456611570247934,-0.496566296883255,0.8786883683431237,0.2014160228847143,-0.2540172258645067,-0.0811264257008052,-0.3916081328512403,0.0
9942,-0.4364814148372832,5.0,5.0,8,8,-0.3333333333333333,0.3333333333333333,-0.75,-0.6264652814338634,0.9627976190476184,0.6385078285796748,-0.4726657899680647,0.8496240601503776,0.1648177506011061,0.5792625085269166,0.337698441679776,-1.0185950413223148,0.2245113576333857,-0.0632985787199655,0.2035268408266675,0.7286283584008232,0.6548705363515009,1.1742913197714526,0.0
7187,0.0913059709029613,5.0,5.0,8,8,-0.5,1.5,1.5,-0.1910657295294578,-0.0252976190476195,-0.5438325298592394,-1.0851023858726316,0.2661654135338356,-0.1350345389114511,0.0768524340915033,0.5000323527138616,-0.1043388429752075,-0.9149498151082948,0.1571510224402955,0.4890149674757422,1.3821827998457372,-0.5620258491605794,0.003174100812269,0.0
5136,-0.0784535499460181,5.0,5.0,8,8,-0.8333333333333334,0.0,-0.5,0.4355212756983237,-1.3102678571428583,-0.7735485647390523,0.4922036445613364,0.930075187969926,-1.013911939206871,0.4522663108082855,1.0811993082309033,1.7122933884297509,0.0227152667723186,-0.1394407106996612,1.387168001776534,-1.590435788661781,0.0685067594806805,0.1096862310702377,0.0
6252,1.095573492365431,5.0,5.0,8,8,0.3333333333333333,0.0,-0.25,-0.7384891798655305,0.864583333333333,0.954826074692132,-0.3163629532218699,-0.7323308270676703,-0.0375456171980083,0.1906693526333809,0.4728804174163453,-1.112603305785124,-0.4014791336502906,0.590073429981993,-1.0260246103606676,1.2618588507520243,0.8067572333580102,-0.0035519549127736,0.0
3714,1.0361421006632046,7.0,8.0,9,5,1.3333333333333333,-0.8333333333333334,0.25,-0.1933062074980912,-0.7395833333333335,0.6928176898611629,0.5094871313169251,-0.2451127819548879,-0.6919030765776242,-1.0503952861498893,-0.7553113792329889,0.6389462809917347,0.0311526292681668,-0.2772217114248239,-0.6075549533685839,0.5748810901144096,0.1401684355163915,-0.1354170347507191,0.0
13277,1.4278957380083284,7.0,8.0,5,8,1.3333333333333333,1.1666666666666667,1.25,0.6311896849589665,-0.3601190476190478,-0.4051222084781377,-0.3268833364644019,0.2030075187969924,-0.3145027811566496,-0.6161747538304977,-0.0684251862809396,0.5222107438016526,-0.1516111991547812,-0.7986140246953088,-0.1167897818646256,-0.0837619481188976,-0.7026449870419751,-0.5607342527880927,0.0
9289,0.912343838363066,5.0,5.0,8,8,0.0,-0.1666666666666666,-0.25,0.1636766155041507,-0.3333333333333337,1.5177404477043297,0.3892541799736974,0.6556390977443617,-0.5404998269469016,-0.0359466169483682,0.3353876386757333,0.3564049586776848,-0.7733755942947709,-0.5165255547895807,-0.5500351644503781,0.0277670651754725,0.209125897362077,0.8008044332939519,0.0
7049,1.6859801552619402,5.0,5.0,8,8,-1.0,0.5,0.75,-0.4584294337863666,0.6651785714285718,0.4726425765578265,-0.8055607739996273,0.390225563909775,1.36939677571189,-0.2884180998381027,1.7524875809056566,1.1394628099173552,-0.398309561542526,0.6401096881400777,0.4293843606155841,-0.854094356601105,0.6138566211360948,0.5233783948561905,0.0
16842,0.4399773790550615,7.0,5.0,6,6,0.3333333333333333,0.1666666666666666,1.25,-0.3964428766541769,0.476934523809524,1.067115382476835,-0.972383993988354,1.378947368421054,0.2527054906306481,-0.7051481378609167,0.5381606022805854,0.3057851239669415,0.4617010036978337,0.8177746627593676,-0.9357871433421984,-0.383596863350045,1.2439385274123498,0.4017974705721278,0.0
13365,-0.1903244049149142,7.0,8.0,5,8,-1.1666666666666667,0.1666666666666666,-1.25,0.0374630232711405,0.0142168350107914,0.8821682873020311,0.3261318805185031,-0.221052631578948,0.0761914581343402,-0.725680457252551,0.4861675346895976,0.2252066115702479,-0.6075013206550455,0.0070422479660384,0.7586719595601762,0.6098470240390793,-0.4430404247993977,0.1675052908530007,0.0
23204,-0.6824327798056654,7.0,6.0,6,9,0.1666666666666666,1.3333333333333333,-0.75,0.7506818432860766,-0.3020833333333339,1.2050917868135913,0.8123238775126814,0.1255639097744361,-0.5161275965185401,0.2758404552949779,-0.2521340251024297,-0.992252066115704,-0.7929212889593249,0.1767304278065023,1.2103869991380112,0.4159917727214289,-1.3237128460181409,0.7643437554252394,0.0
19917,0.4375096396072181,7.0,5.0,6,6,0.0,0.1666666666666666,1.25,0.6050507753249111,1.0684523809523814,1.0524370415899462,0.2043960172834858,-0.595488721804512,0.4661471449881061,-1.187277415427457,1.6317481239443627,-0.1105371900826457,-1.2197569994717392,-0.4048504278860276,-0.169560230413439,-0.4807815914641985,0.4006744024889773,0.8201378721233753,0.0
8664,0.8041745925659345,5.0,5.0,8,8,-1.0,-0.6666666666666666,1.5,0.7335048455265547,-1.116071428571429,-1.2109631231683475,0.6237084350929922,-0.8984962406015051,-0.0722575817474918,0.9480838013025816,-0.2740866536408469,-0.5490702479338856,-0.2667723190702594,1.0142938795831509,0.3365083711696748,-0.4679264686977759,0.6981379633919305,-1.095905822154381,0.0
23136,0.5456788854043492,7.0,6.0,6,9,-1.1666666666666667,-0.3333333333333333,-0.25,0.5706967798058675,0.9486607142857136,-0.3236574165559029,0.1735863235017835,-0.4157894736842103,-0.6483284827814664,-0.2116120161879119,-1.3994477166102268,1.465392561983471,-0.6951928156365565,0.7568609571756091,-0.519428304292066,0.7923897673222777,0.0207323087902055,-0.0387805676201767,0.0
12735,-0.0934656315870649,7.0,8.0,5,8,1.3333333333333333,0.8333333333333334,0.5,0.3914585423152038,-1.3950892857142865,-1.3217845968643598,0.2960736426826968,-0.2007518796992479,0.6884514285922436,1.1242668297042846,-0.7847741175345486,-1.5655991735537202,-0.090332805071316,0.3333656707361608,-0.2983201248725417,-1.0453785833654703,-1.204727421656959,0.2147664823557788,0.0
17073,-0.9867873117063388,7.0,5.0,6,6,-0.1666666666666666,-0.1666666666666666,0.5,0.826111268230064,0.0005727534328626,0.8175835873997211,0.5493142964493699,-0.284748520485,-1.1099237560458686,-0.2906994686593956,1.590153669871573,-0.2933884297520668,-0.0649762282091923,0.1390219433975106,0.6526033579770626,-0.681835711531045,-1.3818534511037175,0.3783325369914869,0.0
14760,-0.4621870340856508,7.0,8.0,5,8,-1.1666666666666667,0.1666666666666666,-1.25,-0.0237767078715038,1.7879464285714284,-0.4102596277885499,-0.2119105767424387,0.7210526315789481,0.7763391686217855,-0.4032469971765057,0.3480970551979739,-0.7494834710743804,-0.5340729001584794,-1.086503799894729,0.4457431996657173,1.3245918498521658,-0.5787018366657445,0.5165365121456215,0.0
164,-0.6466505578119374,7.0,8.0,9,5,0.1666666666666666,-0.8333333333333334,0.75,-1.3254944076474588,-0.1882440476190477,-0.5922710547859725,-1.3157993612624486,0.4533834586466169,1.4336508377502946,0.7937111777284376,0.6941398050535486,-0.8460743801652901,0.4817749603803484,0.3703489919834428,0.2599912207738967,-0.4658696490551485,0.6512649174314655,0.3977581568706379,0.0
15657,-0.2559251452367485,7.0,8.0,5,8,0.1666666666666666,0.5,-0.25,0.5766713877222224,1.3348214285714282,0.980513171244188,0.4576366710501589,1.0503759398496255,0.5990865836882537,-0.1188363507886724,0.0667567894556297,-0.3192148760330589,-0.6333861595351297,0.2978326758123034,0.5871680017765336,1.954492865406863,-0.9257426577191896,1.2263367404473544,0.0
8130,-0.8568197007865919,5.0,5.0,8,8,0.6666666666666666,0.5,1.0,-0.2381157668707565,-1.8288690476190488,-0.0381636863059112,-0.4704114221303791,-0.1157894736842106,0.4890422705420222,0.0058784781086657,-0.19320854849931,-0.8155991735537194,-0.3021658742736404,1.1361212907506657,-1.2418557449253116,0.1024745129872788,0.5336316001652981,-0.8041352418907561,0.0
7785,-0.7932754100046269,5.0,5.0,8,8,-0.1666666666666666,-0.3333333333333333,0.75,1.273460035967182,-0.9672619047619057,1.9984561117499449,-0.3787337967311681,0.7308270676691735,-0.287914893416619,0.4530267670820493,-0.0874029127174471,0.9204545454545456,-0.2794506075013208,1.9947144742169427,0.8230519067897275,0.7414834811672449,1.417008235574068,1.0399958211257456,0.0
5261,-0.3334532928898257,5.0,5.0,8,8,-0.6666666666666666,0.1666666666666666,-1.0,0.6394047708439548,0.7366071428571433,0.3662246051278811,0.1375164380988165,-0.2172932330827068,1.4801796412953454,0.2515058545345217,0.1199052585486387,-1.4808884297520666,-0.4241944004226103,-0.9886067730636918,-0.291987671046684,0.8139863735698664,0.2271539919622556,0.3697289723502941,0.0
3183,-1.4034239884838824,7.0,8.0,9,5,0.6666666666666666,-1.1666666666666667,1.0,1.4512046214787602,0.5096726190476183,0.8784987020803096,0.1142213037760643,-0.3338345864661651,0.8442859928463046,-0.826060685389433,-0.2931507784242088,-0.9710743801652906,1.0776545166402538,-0.014447209435296,-0.6793227633949687,-0.5636583193645621,0.208675194997072,0.9915946246157202,0.0
8677,-0.4233201377821189,5.0,5.0,8,8,-0.6666666666666666,-0.1666666666666666,0.0,-0.1529776040626927,-0.9791666666666676,-0.4007187062120708,-0.9092616945331596,-1.0466165413533843,-0.692641629014848,-0.5667450960358212,-1.0118105126818626,0.4251033057851242,0.5995773903856315,-0.8733058303515813,0.0222104053258991,-0.5738526802930963,-0.1185347219961759,-1.3779499856351196,0.0
3136,0.0284818261271915,7.0,8.0,9,5,0.0,-1.0,-0.5,0.4706220972069126,1.7656250000000002,-0.2231107814807126,0.8431335712943838,0.1766571252889833,1.7955415319895844,-0.2222584040206124,0.3105465063822618,-0.0413223140495877,0.6967776016904383,0.3892032341879387,-0.5922515232894273,0.0725028924026224,-0.0838306398908322,1.4723187989423765,0.0
18300,2.030846743098041,7.0,5.0,6,6,-0.1666666666666666,0.5,-1.0,-0.0880037429723269,-0.5014880952380963,-1.8670849608122888,-0.4305842569979343,0.0496240601503765,-1.005049309960194,-0.0192165789255543,1.0528919714313658,0.0206611570247929,-0.9371368198626528,-0.8464747933682607,0.506429215496851,-0.1686592106954617,0.6616310718265683,-1.8067332111422305,0.0
12541,1.0501259575343167,7.0,8.0,5,8,-1.0,-0.1666666666666666,-1.25,1.0083368096789065,0.0007440476190472,-0.027154930640744,0.220176592147285,0.6421052631578963,-0.53311430257467,1.7891484400858533,-0.9499965323236884,0.5263429752066108,-1.201796090861068,0.925823973854362,-0.0766842409675287,-1.396580537344131,-0.6485607032414378,0.3308715871886778,0.0
6836,-0.5993522183949409,5.0,5.0,8,8,-0.3333333333333333,0.6666666666666666,0.25,-0.3015959759820342,0.3206845238095233,-0.7676772283842973,-1.963554386624088,-0.6390977443609028,-0.09367560242696,0.2963727746866124,-0.2879514716651098,1.0154958677685937,0.1785525620707868,-0.8776568093218496,0.6441600862092516,-0.0195397866049622,0.09464749665094,-0.5527698100916738,0.0
1738,-0.1226672150532106,7.0,8.0,9,5,-0.3333333333333333,-1.0,0.25,0.649860334697579,0.709821428571428,0.9915219269093551,0.2660154048468905,0.6729323308270682,1.2268561553278414,0.4651940674622775,-0.669233967332354,-0.4189049586776859,0.288604435752167,-0.1720730529766734,-0.5711433438699027,-0.0663324334747394,-0.0455209388654515,1.563676364625215,0.0
3258,-0.7690093054341677,7.0,8.0,9,5,1.3333333333333333,-0.3333333333333333,-0.25,-0.71832487814783,0.7537202380952384,-1.41572597854045,0.3193687770054463,-0.7180451127819558,0.6190274994932766,0.2096807594774876,-0.6195517027454098,0.8791322314049578,1.0232435287902804,-0.9465473096844316,0.3322867352857702,-0.079187556241162,0.3677731298436522,-0.307230220635342,0.0
4511,0.1907356948228883,7.0,8.0,9,5,0.1666666666666666,0.1666666666666666,1.25,-0.317279321762468,-1.0446428571428574,0.8733612827698999,-0.0255495021604377,1.246616541353386,-0.4851083941551738,-0.5842355903323989,0.2042495681962416,-0.2417355371900826,1.2968832540940314,-0.3533638434045195,-0.1964731591733326,-0.8288983159789173,0.4344770798643142,0.2417140758926581,0.0
14333,0.469178962521207,7.0,8.0,5,8,0.5,0.8333333333333334,0.25,-0.8213868647049635,0.4136904761904757,0.3060434074916354,0.2953221867368008,0.0458646616541353,-0.3817110529439473,-0.1560987082031221,0.0823547097329246,-1.2830578512396704,-0.3195985208663501,-1.3838206961963964,1.1866402972910466,0.5697390410078417,-0.9640523587445704,-0.1789141994152644,0.0
4895,-1.122718626291707,7.0,8.0,9,5,0.1666666666666666,-1.0,-1.25,0.257776690186748,0.2113095238095231,-0.5665839582339165,0.4726657899680621,0.1090225563909772,-0.1195249377297666,0.1511256263976384,0.1239491638057164,-1.340909090909091,0.0089804543053351,-0.349012864434251,-0.219949749458077,0.7003470883146923,-0.0905911753658995,-0.2136971821789449,0.0
24212,-0.7029972752043595,7.0,6.0,6,9,-0.8333333333333334,1.0,-1.25,-1.1768760357281147,0.0699404761904757,-0.3999847891677281,-0.0270524140522272,0.7315789473684225,0.7778162734962308,0.0112016720250153,-0.3888911495732645,-0.3827479338842973,0.2282091917591119,0.3797761130856895,0.7312313263147938,0.6442987530530915,-0.3051255011080289,0.2638006554072638,0.0
10648,0.2333042002981851,7.0,8.0,5,8,0.8333333333333334,0.0,1.0,-0.0260171858401372,-0.8169642857142866,0.0902717964543685,-0.4087920345669744,0.7293233082706782,0.4447291243086379,0.1959925465497304,0.4463061828698408,0.4819214876033057,-0.2387744321183308,-0.6245748658845764,-0.724177644661459,-0.0852694534224735,-0.355153463623525,0.6506906665150803,0.0
13561,1.461210220554213,7.0,8.0,5,8,-0.3333333333333333,-0.1666666666666666,0.25,0.0052267461771752,-0.9255952380952384,-0.1592599986227453,0.3546872064625199,0.3624060150375953,-0.0597021903147005,-0.0389884420434263,0.4867452354406092,-1.2918388429752072,0.002641310089804,-1.2960759536293185,1.0515479490060862,0.9733898958735056,-0.1293515787562837,0.0111999975418386,0.0
13857,-0.6301989614929822,7.0,8.0,5,8,0.0,0.0,-0.75,0.066589236863372,1.0877976190476193,0.2187072792146457,0.8746947210219796,0.3984962406015051,1.1973140578389203,0.6948518621390847,0.7085823238288241,-0.8424586776859505,0.2250396196513472,-1.1271129369505668,1.4747669463675632,1.1749582208510088,-0.1595486372115835,1.3911072941328295,0.0
1935,-0.627319932137165,7.0,8.0,9,5,-0.3333333333333333,-0.5,1.5,-0.2366221148916684,0.467261904761905,-1.5840796594034323,1.2406537666729305,1.1127819548872198,0.8354233635996278,0.786867071264559,0.2568203365382411,0.4435490851886104,0.285789751716851,0.1484490644997585,1.219885679876798,-2.022367913613574,-0.3903082480938746,0.2929329376433228,0.0
6653,-0.4198241735643412,5.0,5.0,8,8,-0.8333333333333334,-0.8333333333333334,-0.25,-0.8310956025690398,1.2284226190476195,0.6429113308457417,1.0024422318241604,-1.1390977443609027,0.2866789027429077,-0.910471331777266,0.2510433290281304,-0.6461776859504139,0.4183835182250398,-1.6448794344124942,-0.4809058768514335,0.4216480267386553,1.1299108290662176,-0.5067223030513458,0.0
24247,-1.370932085753945,7.0,6.0,6,9,-0.5,-0.6666666666666666,0.5,-0.6600724509633643,0.3638392857142851,-0.9819810053328788,1.9552883712192373,-0.6744360902255649,-0.4555662966662501,-0.4184561226517905,1.1614997126214286,-0.3574970710963162,1.158478605388273,-0.0966560841586887,0.6541864714335269,-0.1167245147191156,-1.4012336527989098,0.5157499005212843,0.0
7997,0.2910904323685157,5.0,5.0,8,8,0.6666666666666666,0.3333333333333333,0.25,-0.2627610245257238,-0.5811011904761911,-0.8095104999119327,-0.3374037197069338,2.294736842105266,-0.5308986452630007,-0.044190264833065,0.7646192966768875,-0.8703512396694227,-0.2731114632857905,-0.869680014543025,-0.1415918926825679,0.9682478467669358,1.558528778185473,1.1346350321788683,0.0
23829,-0.4494370469384607,7.0,6.0,6,9,0.1666666666666666,-0.1666666666666666,-0.75,-1.282178500253879,-0.3043154761904768,-1.50966736021654,0.0443359008078133,0.6360902255639107,0.4735326693603377,1.2651940674622788,-2.1129081441087827,-0.4550619834710745,-0.2044374009508719,-0.5680121392710888,0.9428408249955323,0.0587313147590222,0.4002237001239739,-0.4691062893593873,0.0
25670,-0.1271914040409233,7.0,6.0,6,9,-0.3333333333333333,0.5,-0.25,0.0523995430620289,0.5230654761904759,-0.8601507759716992,-0.4268269772684592,0.0526315789473687,0.1035178983115921,0.0629126986409846,0.8310548830431509,0.4075413223140485,0.0686740623349176,-0.2627184481905965,-0.8687686736852059,0.0647898187427686,-0.8139684711980802,-0.4218542832692929,0.0
