,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,AgeGroup,Expenditure,NoSpending,Group,GroupSize,Solo,CabinDeck,CabinNum,CabinSide,CabinRegion_1,CabinRegion_2,CabinRegion_3,CabinRegion_4,CabinRegion_5,CabinRegion_6,CabinRegion_7,CabinRegion,FamilySize
24,0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,1.0,6
25,0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,1.0,8
26,0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,1.0,7
27,0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,Age_19-35,1051.0,0,22,1,1,D,0.0,P,1,0,0,0,0,0,0,1.0,0
28,0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,24,1,1,C,2.0,S,1,0,0,0,0,0,0,1.0,1
29,0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Age_0-18,1223.0,0,25,1,1,F,6.0,S,1,0,0,0,0,0,0,1.0,6
30,0026_01,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Age_19-35,7861.0,0,26,1,1,C,0.0,P,1,0,0,0,0,0,0,1.0,2
31,0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Age_36-50,1309.0,0,28,1,1,F,8.0,P,1,0,0,0,0,0,0,1.0,5
32,0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Age_19-35,1821.0,0,30,1,1,G,4.0,S,1,0,0,0,0,0,0,1.0,4
33,0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Age_36-50,2854.0,0,31,3,0,F,9.0,P,1,0,0,0,0,0,0,1.0,5
34,0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,31,3,0,F,9.0,P,1,0,0,0,0,0,0,1.0,5
35,0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,601.9635761589404,0.0,1750.0,990.0,0.0,Age_19-35,3341.9635761589407,0,31,3,0,F,9.0,P,1,0,0,0,0,0,0,1.0,5
36,0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,34,1,1,D,1.0,S,1,0,0,0,0,0,0,1.0,1
37,0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Age_19-35,2699.0,0,35,1,1,D,1.0,P,1,0,0,0,0,0,0,1.0,6
38,0036_01,Earth,False,F/8/S,55 Cancri e,15.0,False,0.0,492.0,48.0,20.0,401.0,Age_0-18,961.0,0,36,1,1,F,8.0,S,1,0,0,0,0,0,0,1.0,6
39,0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Age_19-35,3355.0,0,38,1,1,F,10.0,S,1,0,0,0,0,0,0,1.0,7
40,0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,39,1,1,G,1.0,P,1,0,0,0,0,0,0,1.0,2
41,0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,41,1,1,G,2.0,P,1,0,0,0,0,0,0,1.0,11
42,0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Age_36-50,3575.0,0,43,1,1,B,3.0,P,1,0,0,0,0,0,0,1.0,3
43,0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,44,3,0,G,3.0,P,1,0,0,0,0,0,0,1.0,9
44,0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,44,3,0,G,3.0,P,1,0,0,0,0,0,0,1.0,9
45,0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,44,3,0,G,3.0,P,1,0,0,0,0,0,0,1.0,9
46,0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Age_19-35,1214.0,0,45,2,0,F,10.0,P,1,0,0,0,0,0,0,1.0,7
47,0045_02,Mars,True,F/10/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,45,2,0,F,10.0,P,1,0,0,0,0,0,0,1.0,7
48,0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,158.86801242236024,0.0,Age_19-35,948.8680124223603,0,50,1,1,E,1.0,S,1,0,0,0,0,0,0,1.0,3
49,0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Age_51+,1618.0,0,51,1,1,E,2.0,S,1,0,0,0,0,0,0,1.0,6
50,0052_01,Earth,False,G/6/S,TRAPPIST-1e,26.0,False,4.0,0.0,2.0,4683.0,0.0,Age_19-35,4689.0,0,52,1,1,G,6.0,S,1,0,0,0,0,0,0,1.0,8
51,0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Age_19-35,1939.0,0,53,1,1,F,11.0,S,1,0,0,0,0,0,0,1.0,10
52,0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,56,3,0,A,1.0,S,1,0,0,0,0,0,0,1.0,6
53,0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,56,3,0,A,1.0,S,1,0,0,0,0,0,0,1.0,6
54,0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Age_19-35,4547.0,0,56,3,0,A,1.0,S,1,0,0,0,0,0,0,1.0,6
55,0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,58,1,1,G,7.0,S,1,0,0,0,0,0,0,1.0,6
56,0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Age_19-35,2667.0,0,61,1,1,F,12.0,S,1,0,0,0,0,0,0,1.0,5
57,0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Age_51+,634.0,0,62,1,1,F,13.0,S,1,0,0,0,0,0,0,1.0,8
58,0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,64,2,0,F,14.0,S,1,0,0,0,0,0,0,1.0,7
59,0064_02,Mars,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,64,2,0,E,3.0,S,1,0,0,0,0,0,0,1.0,7
60,0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Age_51+,811.0,0,66,1,1,G,6.0,P,1,0,0,0,0,0,0,1.0,5
61,0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,67,3,0,G,10.0,S,1,0,0,0,0,0,0,1.0,9
62,0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Age_0-18,705.0,0,67,3,0,G,10.0,S,1,0,0,0,0,0,0,1.0,9
63,0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Age_19-35,2007.0,0,67,3,0,F,15.0,S,1,0,0,0,0,0,0,1.0,9
64,0068_01,Mars,False,E/4/S,TRAPPIST-1e,28.5,False,793.0,0.0,2.0,253.0,0.0,Age_19-35,1048.0,0,68,1,1,E,4.0,S,1,0,0,0,0,0,0,1.0,3
65,0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,Age_36-50,902.0,0,69,1,1,F,16.0,S,1,0,0,0,0,0,0,1.0,0
66,0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Age_19-35,922.0,0,70,1,1,F,13.0,P,1,0,0,0,0,0,0,1.0,8
67,0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Age_0-18,2233.0,0,71,1,1,F,14.0,P,1,0,0,0,0,0,0,1.0,3
68,0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Age_0-18,1064.0,0,72,1,1,F,17.0,S,1,0,0,0,0,0,0,1.0,8
69,0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Age_36-50,879.0,0,73,1,1,D,3.0,P,1,0,0,0,0,0,0,1.0,11
70,0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Age_36-50,8904.0,0,74,1,1,C,3.0,S,1,0,0,0,0,0,0,1.0,7
71,0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Age_19-35,1165.0,0,76,1,1,F,18.0,S,1,0,0,0,0,0,0,1.0,11
72,0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Age_19-35,1309.0,0,77,1,1,F,15.0,P,1,0,0,0,0,0,0,1.0,2
73,0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Age_36-50,15815.0,0,78,1,1,C,4.0,S,1,0,0,0,0,0,0,1.0,4
74,0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,81,1,1,G,13.0,S,1,0,0,0,0,0,0,1.0,9
75,0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Age_36-50,7406.0,0,82,3,0,F,16.0,P,1,0,0,0,0,0,0,1.0,7
76,0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,82,3,0,F,16.0,P,1,0,0,0,0,0,0,1.0,7
77,0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,82,3,0,F,16.0,P,1,0,0,0,0,0,0,1.0,7
78,0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Age_19-35,705.0,0,84,1,1,G,14.0,S,1,0,0,0,0,0,0,1.0,6
79,0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,85,1,1,C,5.0,S,1,0,0,0,0,0,0,1.0,2
80,0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Age_36-50,1362.0,0,86,1,1,F,17.0,P,1,0,0,0,0,0,0,1.0,8
81,0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Age_36-50,0.0,1,88,1,1,E,5.0,S,1,0,0,0,0,0,0,1.0,5
82,0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,90,1,1,G,15.0,S,1,0,0,0,0,0,0,1.0,11
83,0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,91,2,0,G,16.0,S,1,0,0,0,0,0,0,1.0,13
84,0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Age_19-35,917.0,0,91,2,0,F,20.0,S,1,0,0,0,0,0,0,1.0,13
85,0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Age_19-35,705.0,0,92,3,0,G,9.0,P,1,0,0,0,0,0,0,1.0,5
86,0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,92,3,0,G,9.0,P,1,0,0,0,0,0,0,1.0,10
87,0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,92,3,0,G,9.0,P,1,0,0,0,0,0,0,1.0,10
88,0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Age_51+,1848.0,0,97,1,1,A,2.0,S,1,0,0,0,0,0,0,1.0,5
89,0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Age_19-35,893.0,0,98,2,0,G,11.0,P,1,0,0,0,0,0,0,1.0,6
90,0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Age_19-35,3855.0,0,98,2,0,G,11.0,P,1,0,0,0,0,0,0,1.0,6
91,0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Age_19-35,1301.0,0,99,2,0,F,19.0,P,1,0,0,0,0,0,0,1.0,3
92,0099_02,Earth,True,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,99,2,0,G,12.0,P,1,0,0,0,0,0,0,1.0,4
93,0101_01,Mars,True,Z/9999/Z,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,101,1,1,F,16.0,S,1,0,0,0,0,0,0,1.0,6
94,0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Age_0-18,921.0,0,102,1,1,F,23.0,S,1,0,0,0,0,0,0,1.0,5
95,0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,167.49691738594328,0.0,0.0,17.0,Age_19-35,184.49691738594328,0,103,3,0,F,24.0,S,1,0,0,0,0,0,0,1.0,6
96,0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,103,3,0,G,18.0,S,1,0,0,0,0,0,0,1.0,6
97,0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,103,3,0,G,18.0,S,1,0,0,0,0,0,0,1.0,6
98,0105_01,Earth,False,F/21/P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Age_19-35,703.0,0,105,1,1,F,21.0,P,1,0,0,0,0,0,0,1.0,9
99,0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Age_19-35,1765.0,0,107,1,1,D,2.0,S,1,0,0,0,0,0,0,1.0,4
100,0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,108,3,0,G,19.0,S,1,0,0,0,0,0,0,1.0,11
101,0108_02,Earth,False,G/19/S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,Age_19-35,888.0,0,108,3,0,G,19.0,S,1,0,0,0,0,0,0,1.0,11
102,0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,108,3,0,G,19.0,S,1,0,0,0,0,0,0,1.0,11
103,0110_01,Europa,False,Z/9999/Z,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Age_19-35,5109.0,0,110,4,0,B,4.0,P,1,0,0,0,0,0,0,1.0,7
104,0110_02,Europa,False,B/5/P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Age_36-50,2018.0,0,110,4,0,B,5.0,P,1,0,0,0,0,0,0,1.0,2
105,0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Age_36-50,15940.0,0,110,4,0,B,5.0,P,1,0,0,0,0,0,0,1.0,7
106,0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,110,4,0,B,5.0,P,1,0,0,0,0,0,0,1.0,7
107,0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,111,1,1,E,6.0,S,1,0,0,0,0,0,0,1.0,6
108,0112_01,Europa,False,B/1/S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Age_36-50,2654.0,0,112,1,1,B,1.0,S,1,0,0,0,0,0,0,1.0,2
109,0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Age_51+,804.0,0,113,1,1,F,23.0,P,1,0,0,0,0,0,0,1.0,8
110,0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Age_19-35,907.0,0,114,1,1,G,20.0,S,1,0,0,0,0,0,0,1.0,7
111,0115_01,Mars,True,F/24/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,115,1,1,F,24.0,P,1,0,0,0,0,0,0,1.0,5
112,0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,Age_19-35,2640.0,0,116,1,1,D,4.0,P,1,0,0,0,0,0,0,1.0,2
113,0119_01,Europa,False,A/0/P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Age_36-50,9307.0,0,119,2,0,A,0.0,P,1,0,0,0,0,0,0,1.0,5
114,0119_02,Europa,True,A/0/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,119,2,0,A,0.0,P,1,0,0,0,0,0,0,1.0,5
115,0120_01,Mars,True,F/25/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,120,1,1,F,25.0,P,1,0,0,0,0,0,0,1.0,5
116,0122_01,Earth,False,G/21/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Age_19-35,773.0,0,122,1,1,G,21.0,S,1,0,0,0,0,0,0,1.0,10
117,0123_01,Earth,False,F/27/P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Age_0-18,702.0,0,123,1,1,F,27.0,P,1,0,0,0,0,0,0,1.0,9
118,0126_01,Mars,True,F/27/S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,126,1,1,F,27.0,S,1,0,0,0,0,0,0,1.0,3
119,0127_01,Mars,False,E/7/S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Age_19-35,1022.0,0,127,1,1,E,7.0,S,1,0,0,0,0,0,0,1.0,3
120,0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Age_51+,3014.0,0,128,2,0,D,3.0,S,1,0,0,0,0,0,0,1.0,3
121,0128_02,Mars,False,E/8/S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Age_36-50,2109.0,0,128,2,0,E,8.0,S,1,0,0,0,0,0,0,1.0,3
122,0129_01,Earth,True,G/22/S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,129,1,1,G,22.0,S,1,0,0,0,0,0,0,1.0,7
123,0133_01,Mars,True,F/29/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,133,2,0,F,29.0,S,1,0,0,0,0,0,0,1.0,7
124,0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Age_36-50,2738.0,0,133,2,0,D,5.0,S,1,0,0,0,0,0,0,1.0,7
125,0134_01,Earth,False,G/17/P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Age_19-35,744.0,0,134,1,1,G,17.0,P,1,0,0,0,0,0,0,1.0,6
126,0136_01,Earth,False,G/23/S,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,Age_36-50,721.0,0,136,1,1,G,23.0,S,1,0,0,0,0,0,0,1.0,0
127,0138_01,Earth,True,G/18/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-18,0.0,1,138,2,0,G,18.0,P,1,0,0,0,0,0,0,1.0,6
128,0138_02,Earth,False,E/5/P,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,Age_19-35,793.0,0,138,2,0,E,5.0,P,1,0,0,0,0,0,0,1.0,6
129,0139_01,Europa,True,C/6/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,139,1,1,C,6.0,S,1,0,0,0,0,0,0,1.0,9
130,0140_01,Earth,True,G/19/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Age_19-35,0.0,1,140,2,0,G,19.0,P,1,0,0,0,0,0,0,1.0,9
